name,unreleased_playlists_count,followers,popularity,genres,id,spotify_url,images,unreleased_playlists_ids
Sabrina Claudio,0,1682992,63,"['alternative r&b', 'r&b']",30DhU7BDmF4PH0JVhu8ZRg,https://open.spotify.com/artist/30DhU7BDmF4PH0JVhu8ZRg,"['https://i.scdn.co/image/ab6761610000e5eba278d9dfffcd319a9daf83d4', 'https://i.scdn.co/image/ab67616100005174a278d9dfffcd319a9daf83d4', 'https://i.scdn.co/image/ab6761610000f178a278d9dfffcd319a9daf83d4']",[]
FIFTY FIFTY,0,1682649,69,['k-pop girl group'],4GJ6xDCF5jaUqD6avOuQT6,https://open.spotify.com/artist/4GJ6xDCF5jaUqD6avOuQT6,"['https://i.scdn.co/image/ab6761610000e5ebf5b576e445d9bb5862084db2', 'https://i.scdn.co/image/ab67616100005174f5b576e445d9bb5862084db2', 'https://i.scdn.co/image/ab6761610000f178f5b576e445d9bb5862084db2']",[]
Yung Gravy,0,1681770,68,"['meme rap', 'minnesota hip hop']",2YOYua8FpudSEiB9s88IgQ,https://open.spotify.com/artist/2YOYua8FpudSEiB9s88IgQ,"['https://i.scdn.co/image/ab6761610000e5eb7f7ee3a571416b4cc53d7fc4', 'https://i.scdn.co/image/ab676161000051747f7ee3a571416b4cc53d7fc4', 'https://i.scdn.co/image/ab6761610000f1787f7ee3a571416b4cc53d7fc4']",[]
Tom MacDonald,0,1678598,66,"['bc underground hip hop', 'country rap', 'maga rap']",6DvlemMOlMH6VD9tB7BPRf,https://open.spotify.com/artist/6DvlemMOlMH6VD9tB7BPRf,"['https://i.scdn.co/image/ab6761610000e5eb4c0a5ddb0ec9d0a3c7f91f8e', 'https://i.scdn.co/image/ab676161000051744c0a5ddb0ec9d0a3c7f91f8e', 'https://i.scdn.co/image/ab6761610000f1784c0a5ddb0ec9d0a3c7f91f8e']",[]
Maneva,0,1674698,70,"['brazilian hip hop', 'brazilian reggae', 'pop nacional']",1OFP2fSFWTfJ80rzUo5AGb,https://open.spotify.com/artist/1OFP2fSFWTfJ80rzUo5AGb,"['https://i.scdn.co/image/ab6761610000e5eb9ff7709f723192b1ef62fcfe', 'https://i.scdn.co/image/ab676161000051749ff7709f723192b1ef62fcfe', 'https://i.scdn.co/image/ab6761610000f1789ff7709f723192b1ef62fcfe']",[]
JayDaYoungan,6,1674123,64,"['florida drill', 'melodic rap', 'southern hip hop']",0E3pLs4jXz9tDQGY8m1A1d,https://open.spotify.com/artist/0E3pLs4jXz9tDQGY8m1A1d,"['https://i.scdn.co/image/ab6761610000e5eb1bf75b8817656060957c1253', 'https://i.scdn.co/image/ab676161000051741bf75b8817656060957c1253', 'https://i.scdn.co/image/ab6761610000f1781bf75b8817656060957c1253']","['0dyl4onHx26uUCsFF3H1dw', '7laDcqbQQiQurHuJJqVjHo', '6uf1Fhl2zVoqM0saMEJbfD', '2ZudjSIS2bDBLVeGmOnydz', '7tS5zHn81hpOeQDBjyaY4R', '4gqYHiD59sdkEB6HAJvH0e']"
Allman Brothers Band,0,1670749,64,"['album rock', 'blues rock', 'classic rock', 'country rock', 'folk rock', 'hard rock', 'jam band', 'mellow gold', 'rock', 'singer-songwriter', 'soft rock', 'southern rock']",4wQ3PyMz3WwJGI5uEqHUVR,https://open.spotify.com/artist/4wQ3PyMz3WwJGI5uEqHUVR,"['https://i.scdn.co/image/ab6772690000c46c08f5d15585b77b0cb059717b', 'https://i.scdn.co/image/ab6772690000dd2208f5d15585b77b0cb059717b', 'https://i.scdn.co/image/ab6772690000bac308f5d15585b77b0cb059717b', 'https://i.scdn.co/image/ab67726900008f7408f5d15585b77b0cb059717b']",[]
Faith Evans,0,1669966,66,"['contemporary r&b', 'hip pop', 'r&b', 'urban contemporary']",5NDMothbpdpq2xHqSjrrWn,https://open.spotify.com/artist/5NDMothbpdpq2xHqSjrrWn,"['https://i.scdn.co/image/ab6761610000e5eb59b1c5df87253aa6bfd1f524', 'https://i.scdn.co/image/ab6761610000517459b1c5df87253aa6bfd1f524', 'https://i.scdn.co/image/ab6761610000f17859b1c5df87253aa6bfd1f524']",[]
Wael Kfoury,0,1666456,55,"['arab pop', 'belly dance', 'lebanese pop']",09A6IffSw0t8L8sfuOCVws,https://open.spotify.com/artist/09A6IffSw0t8L8sfuOCVws,"['https://i.scdn.co/image/ab6761610000e5eb744d037a494354025d17c11d', 'https://i.scdn.co/image/ab67616100005174744d037a494354025d17c11d', 'https://i.scdn.co/image/ab6761610000f178744d037a494354025d17c11d']",[]
Dax,0,1666319,66,"['canadian hip hop', 'ottawa rap']",5icKdCmMhNMYoAzVBAWt39,https://open.spotify.com/artist/5icKdCmMhNMYoAzVBAWt39,"['https://i.scdn.co/image/ab6761610000e5eb2a9440635255a6f4f132fc64', 'https://i.scdn.co/image/ab676161000051742a9440635255a6f4f132fc64', 'https://i.scdn.co/image/ab6761610000f1782a9440635255a6f4f132fc64']",[]
Kid Abelha,0,1665095,63,"['mpb', 'pop rock brasileiro', 'rock nacional brasileiro']",4bOZtegYNmYOe3gMgPtt0H,https://open.spotify.com/artist/4bOZtegYNmYOe3gMgPtt0H,"['https://i.scdn.co/image/ab6761610000e5ebf25ba98f0de79121ec962369', 'https://i.scdn.co/image/ab67616100005174f25ba98f0de79121ec962369', 'https://i.scdn.co/image/ab6761610000f178f25ba98f0de79121ec962369']",[]
Daya,0,1664621,72,"['alt z', 'pop']",6Dd3NScHWwnW6obMFbl1BH,https://open.spotify.com/artist/6Dd3NScHWwnW6obMFbl1BH,"['https://i.scdn.co/image/ab6761610000e5eb540e862652f24fe2988911b2', 'https://i.scdn.co/image/ab67616100005174540e862652f24fe2988911b2', 'https://i.scdn.co/image/ab6761610000f178540e862652f24fe2988911b2']",[]
Sam Cooke,0,1663150,69,"['classic soul', 'soul', 'vocal jazz']",6hnWRPzGGKiapVX1UCdEAC,https://open.spotify.com/artist/6hnWRPzGGKiapVX1UCdEAC,"['https://i.scdn.co/image/ab6761610000e5eb41aaa3a05d2ddba59454273e', 'https://i.scdn.co/image/ab6761610000517441aaa3a05d2ddba59454273e', 'https://i.scdn.co/image/ab6761610000f17841aaa3a05d2ddba59454273e']",[]
Dani Flow,0,1658947,69,"['reggaeton mexicano', 'urbano mexicano']",1yX62RHdYysNcIrO33WQxJ,https://open.spotify.com/artist/1yX62RHdYysNcIrO33WQxJ,"['https://i.scdn.co/image/ab6761610000e5eb31e25bc4aa9e3fd1302fe91a', 'https://i.scdn.co/image/ab6761610000517431e25bc4aa9e3fd1302fe91a', 'https://i.scdn.co/image/ab6761610000f17831e25bc4aa9e3fd1302fe91a']",[]
Sanjith Hegde,0,1658235,64,"['kannada hip hop', 'sandalwood']",1plObTufEAfeL1hk8Qz24v,https://open.spotify.com/artist/1plObTufEAfeL1hk8Qz24v,"['https://i.scdn.co/image/ab6761610000e5eb088c2f2eb5ef85ebf8aedae3', 'https://i.scdn.co/image/ab67616100005174088c2f2eb5ef85ebf8aedae3', 'https://i.scdn.co/image/ab6761610000f178088c2f2eb5ef85ebf8aedae3']",[]
New Edition,0,1656137,58,"['boy band', 'contemporary r&b', 'new jack swing', 'r&b', 'urban contemporary']",1mFX1QlezK1lNPKQJkhwWb,https://open.spotify.com/artist/1mFX1QlezK1lNPKQJkhwWb,"['https://i.scdn.co/image/44e1b32aa085bd943fabd36678804d3fd3b8fb67', 'https://i.scdn.co/image/ddaae0c50b37ae34c5c818c6f7dd9d9f9c7af0ec', 'https://i.scdn.co/image/fc9f07ef890961eec9b2e279377537beab0b8fe0', 'https://i.scdn.co/image/eeaa392165ac7e1c0b11b124e464543c18d2541d']",[]
RAYE,0,1656041,78,"['uk contemporary r&b', 'uk pop']",5KKpBU5eC2tJDzf0wmlRp2,https://open.spotify.com/artist/5KKpBU5eC2tJDzf0wmlRp2,"['https://i.scdn.co/image/ab6761610000e5eb5e4949a1e3073b5a34b9d938', 'https://i.scdn.co/image/ab676161000051745e4949a1e3073b5a34b9d938', 'https://i.scdn.co/image/ab6761610000f1785e4949a1e3073b5a34b9d938']",[]
Iggy Pop,0,1654768,61,"['alternative rock', 'glam rock', 'permanent wave', 'protopunk', 'rock']",33EUXrFKGjpUSGacqEHhU4,https://open.spotify.com/artist/33EUXrFKGjpUSGacqEHhU4,"['https://i.scdn.co/image/ab6761610000e5eb21e6d14c3d8aab9887380d00', 'https://i.scdn.co/image/ab6761610000517421e6d14c3d8aab9887380d00', 'https://i.scdn.co/image/ab6761610000f17821e6d14c3d8aab9887380d00']",[]
Blac Youngsta,0,1651280,50,"['memphis hip hop', 'southern hip hop', 'trap']",41klVmDluQZmGGqoidNfbe,https://open.spotify.com/artist/41klVmDluQZmGGqoidNfbe,"['https://i.scdn.co/image/ab6761610000e5eb2031d926472e0341e0e5f0fb', 'https://i.scdn.co/image/ab676161000051742031d926472e0341e0e5f0fb', 'https://i.scdn.co/image/ab6761610000f1782031d926472e0341e0e5f0fb']",[]
Pretty Ricky,0,1650177,58,"['dirty south rap', 'hip pop', 'miami hip hop', 'r&b', 'southern hip hop', 'trap', 'urban contemporary']",6XwcepfAsPhrvwziGxhwju,https://open.spotify.com/artist/6XwcepfAsPhrvwziGxhwju,"['https://i.scdn.co/image/ab6761610000e5ebbe775c460b5cb46870921795', 'https://i.scdn.co/image/ab67616100005174be775c460b5cb46870921795', 'https://i.scdn.co/image/ab6761610000f178be775c460b5cb46870921795']",[]
Gaab,0,1650056,66,"['funk carioca', 'r&b brasileiro']",2iK1rsbYstkSVn57M4s8ut,https://open.spotify.com/artist/2iK1rsbYstkSVn57M4s8ut,"['https://i.scdn.co/image/ab6761610000e5ebc63a708dc40d5a2308a9d26d', 'https://i.scdn.co/image/ab67616100005174c63a708dc40d5a2308a9d26d', 'https://i.scdn.co/image/ab6761610000f178c63a708dc40d5a2308a9d26d']",[]
Royal Blood,0,1648597,64,"['brighton indie', 'garage rock', 'modern alternative rock', 'modern blues rock', 'modern hard rock', 'modern rock', 'rock']",2S5hlvw4CMtMGswFtfdK15,https://open.spotify.com/artist/2S5hlvw4CMtMGswFtfdK15,"['https://i.scdn.co/image/ab6761610000e5ebf92e0161cf8a3744c222d6e3', 'https://i.scdn.co/image/ab67616100005174f92e0161cf8a3744c222d6e3', 'https://i.scdn.co/image/ab6761610000f178f92e0161cf8a3744c222d6e3']",[]
Cassie,0,1647431,66,"['dance pop', 'hip pop', 'pop rap', 'r&b', 'urban contemporary']",27FGXRNruFoOdf1vP8dqcH,https://open.spotify.com/artist/27FGXRNruFoOdf1vP8dqcH,"['https://i.scdn.co/image/ab6761610000e5eb9592a41ec193fd20c5372ed3', 'https://i.scdn.co/image/ab676161000051749592a41ec193fd20c5372ed3', 'https://i.scdn.co/image/ab6761610000f1789592a41ec193fd20c5372ed3']",[]
Alabama Shakes,0,1645073,61,"['alabama indie', 'modern blues rock', 'rock']",16GcWuvvybAoaHr0NqT8Eh,https://open.spotify.com/artist/16GcWuvvybAoaHr0NqT8Eh,"['https://i.scdn.co/image/ab6761610000e5eb854713444dd710e1fb4a1b69', 'https://i.scdn.co/image/ab67616100005174854713444dd710e1fb4a1b69', 'https://i.scdn.co/image/ab6761610000f178854713444dd710e1fb4a1b69']",[]
Kalash Criminel,0,1643423,58,"['french hip hop', 'pop urbaine', 'rap francais']",6ytOHdKh4xt4YvF7tz8Zcv,https://open.spotify.com/artist/6ytOHdKh4xt4YvF7tz8Zcv,"['https://i.scdn.co/image/ab6761610000e5eb228c660f5ec11ce5237a92be', 'https://i.scdn.co/image/ab67616100005174228c660f5ec11ce5237a92be', 'https://i.scdn.co/image/ab6761610000f178228c660f5ec11ce5237a92be']",[]
Chaka Khan,0,1643116,65,"['disco', 'funk', 'neo soul', 'quiet storm', 'soul']",6mQfAAqZGBzIfrmlZCeaYT,https://open.spotify.com/artist/6mQfAAqZGBzIfrmlZCeaYT,"['https://i.scdn.co/image/ab6761610000e5eb87b0c6a4811964bd1b7d701f', 'https://i.scdn.co/image/ab6761610000517487b0c6a4811964bd1b7d701f', 'https://i.scdn.co/image/ab6761610000f17887b0c6a4811964bd1b7d701f']",[]
Huey Lewis & The News,0,1635092,64,"['album rock', 'classic rock', 'hard rock', 'mellow gold', 'new romantic', 'new wave pop', 'rock', 'singer-songwriter', 'soft rock']",7A9yZMTrFZcgEWAX2kBfK6,https://open.spotify.com/artist/7A9yZMTrFZcgEWAX2kBfK6,"['https://i.scdn.co/image/ab6761610000e5eb8dfb95eb4902b28206963614', 'https://i.scdn.co/image/ab676161000051748dfb95eb4902b28206963614', 'https://i.scdn.co/image/ab6761610000f1788dfb95eb4902b28206963614']",[]
Europe,2,1634444,65,"['album rock', 'glam metal', 'hard rock', 'rock', 'swedish hard rock', 'swedish melodic rock']",7Js6Lde8thlIHXggv2SCBz,https://open.spotify.com/artist/7Js6Lde8thlIHXggv2SCBz,"['https://i.scdn.co/image/ab6761610000e5eb517fe9f61c64eba371873208', 'https://i.scdn.co/image/ab67616100005174517fe9f61c64eba371873208', 'https://i.scdn.co/image/ab6761610000f178517fe9f61c64eba371873208']","['2VaUzOimQyyeU1TPSnu7CO', '37i9dQZF1E8EQ3heY6U7Xi']"
Vicentico,0,1633672,63,"['argentine rock', 'latin alternative', 'latin rock', 'rock en espanol']",25THA9HUHoxpCT4LBp7UsZ,https://open.spotify.com/artist/25THA9HUHoxpCT4LBp7UsZ,"['https://i.scdn.co/image/ab6761610000e5ebbb862018edbbaeaeb0f960d0', 'https://i.scdn.co/image/ab67616100005174bb862018edbbaeaeb0f960d0', 'https://i.scdn.co/image/ab6761610000f178bb862018edbbaeaeb0f960d0']",[]
Hornet La Frappe,0,1633424,58,"['french hip hop', 'pop urbaine', 'rap francais']",1kwzW1IszUiq4Gs9BFesvW,https://open.spotify.com/artist/1kwzW1IszUiq4Gs9BFesvW,"['https://i.scdn.co/image/ab6761610000e5eb2250149f4cd9db06db1eb1c9', 'https://i.scdn.co/image/ab676161000051742250149f4cd9db06db1eb1c9', 'https://i.scdn.co/image/ab6761610000f1782250149f4cd9db06db1eb1c9']",[]
The National,0,1633315,67,"['chamber pop', 'indie folk', 'indie rock', 'indietronica', 'modern rock']",2cCUtGK9sDU2EoElnk0GNB,https://open.spotify.com/artist/2cCUtGK9sDU2EoElnk0GNB,"['https://i.scdn.co/image/ab6761610000e5ebb6399a59b6016b1d1e8feb67', 'https://i.scdn.co/image/ab67616100005174b6399a59b6016b1d1e8feb67', 'https://i.scdn.co/image/ab6761610000f178b6399a59b6016b1d1e8feb67']",[]
Mark Knopfler,0,1633222,64,['soft rock'],0FI0kxP0BWurTz8cB8BBug,https://open.spotify.com/artist/0FI0kxP0BWurTz8cB8BBug,"['https://i.scdn.co/image/ab6761610000e5eb94b957255b1e4d4ddcc470ce', 'https://i.scdn.co/image/ab6761610000517494b957255b1e4d4ddcc470ce', 'https://i.scdn.co/image/ab6761610000f17894b957255b1e4d4ddcc470ce']",[]
Steppenwolf,0,1633214,62,"['acid rock', 'album rock', 'blues rock', 'classic canadian rock', 'classic rock', 'hard rock', 'proto-metal', 'rock', 'singer-songwriter', 'soft rock']",1WRM9i067hd2ujxxi8FI3m,https://open.spotify.com/artist/1WRM9i067hd2ujxxi8FI3m,"['https://i.scdn.co/image/8208d86ed91c50bc9ffbf8f436c6e323e6bda480', 'https://i.scdn.co/image/e7f03ec842ea8390a79b577557751a96502512a6', 'https://i.scdn.co/image/ff45518ba53ce6709c177b946a36938619f10aec', 'https://i.scdn.co/image/4d9f763b4d854a8c3a0d263d55be88ed02acfdd3']",[]
Sheck Wes,1,1632427,63,"['pop rap', 'rap', 'trap']",2RDOrhPqAM4jzTRCEb19qX,https://open.spotify.com/artist/2RDOrhPqAM4jzTRCEb19qX,"['https://i.scdn.co/image/ab6761610000e5eb1709525276c11ad492f56354', 'https://i.scdn.co/image/ab676161000051741709525276c11ad492f56354', 'https://i.scdn.co/image/ab6761610000f1781709525276c11ad492f56354']",['1rO4Oq7krtkq9eFlcD9zrK']
Seu Jorge,0,1632237,71,"['mpb', 'samba-rock']",0i1s9WcIu0PrUvHzALgofo,https://open.spotify.com/artist/0i1s9WcIu0PrUvHzALgofo,"['https://i.scdn.co/image/ab6761610000e5eb4e8989ba01fcdd07ca78f4f0', 'https://i.scdn.co/image/ab676161000051744e8989ba01fcdd07ca78f4f0', 'https://i.scdn.co/image/ab6761610000f1784e8989ba01fcdd07ca78f4f0']",[]
Ella Henderson,0,1631778,74,"['dance pop', 'pop dance', 'talent show', 'uk pop']",7nDsS0l5ZAzMedVRKPP8F1,https://open.spotify.com/artist/7nDsS0l5ZAzMedVRKPP8F1,"['https://i.scdn.co/image/ab6761610000e5eb6c6702fe8d62862e6f8bc373', 'https://i.scdn.co/image/ab676161000051746c6702fe8d62862e6f8bc373', 'https://i.scdn.co/image/ab6761610000f1786c6702fe8d62862e6f8bc373']",[]
PSY,4,1630436,64,"['k-rap', 'korean old school hip hop']",2dd5mrQZvg6SmahdgVKDzh,https://open.spotify.com/artist/2dd5mrQZvg6SmahdgVKDzh,"['https://i.scdn.co/image/ab6761610000e5eb24b5185226d5b7c6aa91db5a', 'https://i.scdn.co/image/ab6761610000517424b5185226d5b7c6aa91db5a', 'https://i.scdn.co/image/ab6761610000f17824b5185226d5b7c6aa91db5a']","['37i9dQZF1E4EIdS2FTXged', '37i9dQZF1E8NNKF9NnezgX', '37i9dQZF1E8UmTuhl0j3U3', '37i9dQZF1E8JlrSAlPGsaD']"
Eddie Vedder,0,1626982,64,"['acoustic rock', 'grunge', 'permanent wave']",0mXTJETA4XUa12MmmXxZJh,https://open.spotify.com/artist/0mXTJETA4XUa12MmmXxZJh,"['https://i.scdn.co/image/ab6761610000e5eb98a58862098f8be6496ba9d6', 'https://i.scdn.co/image/ab6761610000517498a58862098f8be6496ba9d6', 'https://i.scdn.co/image/ab6761610000f17898a58862098f8be6496ba9d6']",[]
Kansas,0,1624497,68,"['album rock', 'classic rock', 'hard rock', 'heartland rock', 'mellow gold', 'progressive rock', 'rock', 'soft rock']",2hl0xAkS2AIRAu23TVMBG1,https://open.spotify.com/artist/2hl0xAkS2AIRAu23TVMBG1,"['https://i.scdn.co/image/ab6761610000e5ebce30906f8428166de2e7b592', 'https://i.scdn.co/image/ab67616100005174ce30906f8428166de2e7b592', 'https://i.scdn.co/image/ab6761610000f178ce30906f8428166de2e7b592']",[]
Adam Lambert,0,1623741,60,"['dance pop', 'idol', 'pop', 'post-teen pop']",6prmLEyn4LfHlD9NnXWlf7,https://open.spotify.com/artist/6prmLEyn4LfHlD9NnXWlf7,"['https://i.scdn.co/image/ab6761610000e5ebca8eeadf722d0b64eb019cce', 'https://i.scdn.co/image/ab67616100005174ca8eeadf722d0b64eb019cce', 'https://i.scdn.co/image/ab6761610000f178ca8eeadf722d0b64eb019cce']",[]
Kotak,0,1621918,53,"['classic indonesian rock', 'dangdut', 'indonesian pop', 'indonesian pop rock', 'indonesian rock']",6oMp2cGzP3Bw86ssV7hjyu,https://open.spotify.com/artist/6oMp2cGzP3Bw86ssV7hjyu,"['https://i.scdn.co/image/ab6761610000e5eb37b28a343e86def22f70c44a', 'https://i.scdn.co/image/ab6761610000517437b28a343e86def22f70c44a', 'https://i.scdn.co/image/ab6761610000f17837b28a343e86def22f70c44a']",[]
Olivia Newton-John,0,1620497,67,"['adult standards', 'australian dance', 'disco', 'mellow gold', 'soft rock']",4BoRxUdrcgbbq1rxJvvhg9,https://open.spotify.com/artist/4BoRxUdrcgbbq1rxJvvhg9,"['https://i.scdn.co/image/a9c4bea41f06c1be30efa9e06cb6e1a07f27e3f5', 'https://i.scdn.co/image/5943a71c83bb57c9007c13005ad18cd46bdd6edf', 'https://i.scdn.co/image/a6d2cbfccec2b25a84861c04d7d132414dbd543a', 'https://i.scdn.co/image/1d79d76e9f3d51972ea43e8b4542dcee7f76a8b2']",[]
Lil Jon,0,1616561,75,"['atl hip hop', 'crunk', 'dance pop', 'dirty south rap', 'old school atlanta hip hop', 'pop rap', 'southern hip hop', 'trap']",7sfl4Xt5KmfyDs2T3SVSMK,https://open.spotify.com/artist/7sfl4Xt5KmfyDs2T3SVSMK,"['https://i.scdn.co/image/ab6761610000e5ebf893feb44e74c8b4c15ecc95', 'https://i.scdn.co/image/ab67616100005174f893feb44e74c8b4c15ecc95', 'https://i.scdn.co/image/ab6761610000f178f893feb44e74c8b4c15ecc95']",[]
Third Eye Blind,0,1615621,66,"['alternative metal', 'alternative rock', 'pop rock', 'post-grunge']",6TcnmlCSxihzWOQJ8k0rNS,https://open.spotify.com/artist/6TcnmlCSxihzWOQJ8k0rNS,"['https://i.scdn.co/image/ab6761610000e5eb6b1e8135b0741308a3f38ded', 'https://i.scdn.co/image/ab676161000051746b1e8135b0741308a3f38ded', 'https://i.scdn.co/image/ab6761610000f1786b1e8135b0741308a3f38ded']",[]
The Jackson 5,0,1613997,66,"['motown', 'soul']",2iE18Oxc8YSumAU232n4rW,https://open.spotify.com/artist/2iE18Oxc8YSumAU232n4rW,"['https://i.scdn.co/image/19f768d93f6c80f7d4ca5b906e1c0376a3704389', 'https://i.scdn.co/image/d6fbea801da2cf0c52c810ba46b2a4e6ca1d847e', 'https://i.scdn.co/image/c4db26389dbf3374df5e4fadc60f7b70046c786c']",[]
Gente De Zona,0,1613422,70,"['cubaton', 'electro latino', 'latin hip hop', 'latin pop', 'reparto']",2cy1zPcrFcXAJTP0APWewL,https://open.spotify.com/artist/2cy1zPcrFcXAJTP0APWewL,"['https://i.scdn.co/image/ab6761610000e5eb3895ad0c64ca0b0c8d539945', 'https://i.scdn.co/image/ab676161000051743895ad0c64ca0b0c8d539945', 'https://i.scdn.co/image/ab6761610000f1783895ad0c64ca0b0c8d539945']",[]
Jefferson Airplane,0,1610393,61,"['acid rock', 'album rock', 'blues rock', 'classic rock', 'folk rock', 'hard rock', 'mellow gold', 'psychedelic rock', 'rock', 'singer-songwriter']",2qFr8w5sWUITRlzZ9kZotF,https://open.spotify.com/artist/2qFr8w5sWUITRlzZ9kZotF,"['https://i.scdn.co/image/ab6761610000e5eb0c739f8231961acda83a4bf8', 'https://i.scdn.co/image/ab676161000051740c739f8231961acda83a4bf8', 'https://i.scdn.co/image/ab6761610000f1780c739f8231961acda83a4bf8']",[]
Culture Club,0,1610080,64,"['new romantic', 'new wave', 'new wave pop', 'soft rock', 'synthpop']",6kz53iCdBSqhQCZ21CoLcc,https://open.spotify.com/artist/6kz53iCdBSqhQCZ21CoLcc,"['https://i.scdn.co/image/ab6761610000e5eb5903965a15551fd12feb8b87', 'https://i.scdn.co/image/ab676161000051745903965a15551fd12feb8b87', 'https://i.scdn.co/image/ab6761610000f1785903965a15551fd12feb8b87']",[]
Pedro Capó,0,1610037,69,"['latin pop', 'puerto rican pop']",4QVBYiagIaa6ZGSPMbybpy,https://open.spotify.com/artist/4QVBYiagIaa6ZGSPMbybpy,"['https://i.scdn.co/image/ab6761610000e5ebedc2bcffa2296cd7f3e8da18', 'https://i.scdn.co/image/ab67616100005174edc2bcffa2296cd7f3e8da18', 'https://i.scdn.co/image/ab6761610000f178edc2bcffa2296cd7f3e8da18']",[]
J. Holiday,0,1609838,52,"['contemporary r&b', 'hip pop', 'r&b', 'southern hip hop', 'urban contemporary']",7G6hXrjGpi6I7waNl4wxAk,https://open.spotify.com/artist/7G6hXrjGpi6I7waNl4wxAk,"['https://i.scdn.co/image/e8a48dd66904570087b66f1196b900554aef78a0', 'https://i.scdn.co/image/d0271364e8f8d479881dc6aaefe739d33d13ef80', 'https://i.scdn.co/image/e7e156d7f4358c8fb932d854ad7580608ce84aaa', 'https://i.scdn.co/image/b3bdd9c10730adceb5099b506920bc47214921f6']",[]
Young the Giant,0,1609512,67,"['indietronica', 'modern alternative rock', 'modern rock', 'pov: indie', 'stomp and holler']",4j56EQDQu5XnL7R3E9iFJT,https://open.spotify.com/artist/4j56EQDQu5XnL7R3E9iFJT,"['https://i.scdn.co/image/ab6761610000e5ebf29db93f7f6a72cbf5f96b59', 'https://i.scdn.co/image/ab67616100005174f29db93f7f6a72cbf5f96b59', 'https://i.scdn.co/image/ab6761610000f178f29db93f7f6a72cbf5f96b59']",[]
Don Henley,0,1607782,63,"['album rock', 'classic rock', 'mellow gold', 'singer-songwriter', 'soft rock', 'yacht rock']",5dbuFbrHa1SJlQhQX9OUJ2,https://open.spotify.com/artist/5dbuFbrHa1SJlQhQX9OUJ2,"['https://i.scdn.co/image/e3bb4b09ffbf0a8f420ae14837208056cf64451e', 'https://i.scdn.co/image/6318212047d0b26c06f21149e525257e8a161651', 'https://i.scdn.co/image/a22e344406fe749c6387d9f4b16050573094ac38', 'https://i.scdn.co/image/821339d1b617aed1aa3dee28fef7bf30aad1327b']",[]
Trebol Clan,0,1607683,60,"['latin hip hop', 'reggaeton']",3YXpTiyVmYCfANOlnWv6vr,https://open.spotify.com/artist/3YXpTiyVmYCfANOlnWv6vr,"['https://i.scdn.co/image/ab6761610000e5eb3fd0dfa279be80ed876d401a', 'https://i.scdn.co/image/ab676161000051743fd0dfa279be80ed876d401a', 'https://i.scdn.co/image/ab6761610000f1783fd0dfa279be80ed876d401a']",[]
Gloc-9,0,1603561,64,"['opm', 'pinoy hip hop', 'pinoy trap']",7HJDRQAfEcFiARVehhM6qD,https://open.spotify.com/artist/7HJDRQAfEcFiARVehhM6qD,"['https://i.scdn.co/image/ab6761610000e5ebc427c3663058a0a1e7945d53', 'https://i.scdn.co/image/ab67616100005174c427c3663058a0a1e7945d53', 'https://i.scdn.co/image/ab6761610000f178c427c3663058a0a1e7945d53']",[]
Jimmy Eat World,0,1601996,69,"['alternative metal', 'alternative rock', 'emo', 'modern power pop', 'modern rock', 'neon pop punk', 'pop punk', 'pop rock', 'post-grunge', 'punk', 'rock']",3Ayl7mCk0nScecqOzvNp6s,https://open.spotify.com/artist/3Ayl7mCk0nScecqOzvNp6s,"['https://i.scdn.co/image/ab6761610000e5eb0dc33cfd207772f8e2f6b46f', 'https://i.scdn.co/image/ab676161000051740dc33cfd207772f8e2f6b46f', 'https://i.scdn.co/image/ab6761610000f1780dc33cfd207772f8e2f6b46f']",[]
Xscape,0,1599312,51,"['atl hip hop', 'contemporary r&b', 'girl group', 'hip pop', 'r&b', 'urban contemporary']",5z2cHsOmmmWcAPNG1oEhw0,https://open.spotify.com/artist/5z2cHsOmmmWcAPNG1oEhw0,"['https://i.scdn.co/image/e40197aeda853d1d769828b7e89fa07c32029808', 'https://i.scdn.co/image/9b9f474bc0c895586a7f7200bc3e6d30d2e42cfb', 'https://i.scdn.co/image/afcab2612b00fc60b2cb98769d38fa4f67f89545', 'https://i.scdn.co/image/0911c198c9318e18ba8f18341d12bb94c4d2a30b']",[]
Insane Clown Posse,0,1598169,66,['rap rock'],4xtWjIlVuZwTCeqVAsgEXy,https://open.spotify.com/artist/4xtWjIlVuZwTCeqVAsgEXy,"['https://i.scdn.co/image/ab6761610000e5eb534c6d647953f20279d654f8', 'https://i.scdn.co/image/ab67616100005174534c6d647953f20279d654f8', 'https://i.scdn.co/image/ab6761610000f178534c6d647953f20279d654f8']",[]
Mike WiLL Made-It,0,1598125,68,"['atl hip hop', 'rap', 'southern hip hop', 'trap']",0NWbwDZY1VkRqFafuQm6wk,https://open.spotify.com/artist/0NWbwDZY1VkRqFafuQm6wk,"['https://i.scdn.co/image/ab6761610000e5eba1b8879b06ed8204f15d9bc0', 'https://i.scdn.co/image/ab67616100005174a1b8879b06ed8204f15d9bc0', 'https://i.scdn.co/image/ab6761610000f178a1b8879b06ed8204f15d9bc0']",[]
