name,unreleased_playlists_count,followers,popularity,genres,id,spotify_url,images,unreleased_playlists_ids
YOASOBI,0,8307623,76,"['j-pop', 'japanese teen pop']",64tJ2EAv1R6UaZqc4iOCyj,https://open.spotify.com/artist/64tJ2EAv1R6UaZqc4iOCyj,"['https://i.scdn.co/image/ab6761610000e5eb83e2d0c9611f1fb6baafcb36', 'https://i.scdn.co/image/ab6761610000517483e2d0c9611f1fb6baafcb36', 'https://i.scdn.co/image/ab6761610000f17883e2d0c9611f1fb6baafcb36']",[]
Jhené Aiko,0,8295475,79,['r&b'],5ZS223C6JyBfXasXxrRqOk,https://open.spotify.com/artist/5ZS223C6JyBfXasXxrRqOk,"['https://i.scdn.co/image/ab6761610000e5ebbc7ca5ae34cffbb572660ee3', 'https://i.scdn.co/image/ab67616100005174bc7ca5ae34cffbb572660ee3', 'https://i.scdn.co/image/ab6761610000f178bc7ca5ae34cffbb572660ee3']",[]
Chayanne,0,8220115,76,"['latin pop', 'puerto rican pop']",1JbemQ1fPt2YmSLjAFhPBv,https://open.spotify.com/artist/1JbemQ1fPt2YmSLjAFhPBv,"['https://i.scdn.co/image/ab6761610000e5ebcfa5421bfe01fa7eea6308fe', 'https://i.scdn.co/image/ab67616100005174cfa5421bfe01fa7eea6308fe', 'https://i.scdn.co/image/ab6761610000f178cfa5421bfe01fa7eea6308fe']",[]
The Script,0,8179125,77,"['celtic rock', 'pop']",3AQRLZ9PuTAozP28Skbq8V,https://open.spotify.com/artist/3AQRLZ9PuTAozP28Skbq8V,"['https://i.scdn.co/image/ab6761610000e5eb4a0b21cd87d8a8752fd32e94', 'https://i.scdn.co/image/ab676161000051744a0b21cd87d8a8752fd32e94', 'https://i.scdn.co/image/ab6761610000f1784a0b21cd87d8a8752fd32e94']",[]
Amr Diab,0,8178292,67,"['arab pop', 'belly dance', 'egyptian pop', 'persian pop', 'rif']",5abSRg0xN1NV3gLbuvX24M,https://open.spotify.com/artist/5abSRg0xN1NV3gLbuvX24M,"['https://i.scdn.co/image/ab6761610000e5eb8a5d18b749217c6e6605bc6a', 'https://i.scdn.co/image/ab676161000051748a5d18b749217c6e6605bc6a', 'https://i.scdn.co/image/ab6761610000f1788a5d18b749217c6e6605bc6a']",[]
JIN,2,8175320,73,['k-pop'],5vV3bFXnN6D6N3Nj4xRvaV,https://open.spotify.com/artist/5vV3bFXnN6D6N3Nj4xRvaV,"['https://i.scdn.co/image/ab6761610000e5ebca4f165e62fbf5ab5a3750ba', 'https://i.scdn.co/image/ab67616100005174ca4f165e62fbf5ab5a3750ba', 'https://i.scdn.co/image/ab6761610000f178ca4f165e62fbf5ab5a3750ba']","['37i9dQZF1EIYNg8w3KByAG', '37i9dQZF1E4pOLECFCpcbj']"
Kesha,3,8167486,80,"['dance pop', 'pop']",6LqNN22kT3074XbTVUrhzX,https://open.spotify.com/artist/6LqNN22kT3074XbTVUrhzX,"['https://i.scdn.co/image/ab6761610000e5eb2ac07249400857d8b16dc17a', 'https://i.scdn.co/image/ab676161000051742ac07249400857d8b16dc17a', 'https://i.scdn.co/image/ab6761610000f1782ac07249400857d8b16dc17a']","['2OVkivI4PIoaoFpKDgo7e8', '7gIXjCK8I6DOvQ2sZ454bx', '4XboBJGcddnzCg1QTWOB5y']"
Tame Impala,1,8167445,81,"['australian psych', 'modern rock', 'neo-psychedelic', 'rock']",5INjqkS1o8h1imAzPqGZBb,https://open.spotify.com/artist/5INjqkS1o8h1imAzPqGZBb,"['https://i.scdn.co/image/ab6761610000e5eb90357ef28b3a012a1d1b2fa2', 'https://i.scdn.co/image/ab6761610000517490357ef28b3a012a1d1b2fa2', 'https://i.scdn.co/image/ab6761610000f17890357ef28b3a012a1d1b2fa2']",['589IZKcV04r4fFjEVPhrt3']
Black Sabbath,0,8157323,74,"['album rock', 'alternative metal', 'birmingham metal', 'classic rock', 'hard rock', 'metal', 'rock', 'stoner rock', 'uk doom metal']",5M52tdBnJaKSvOpJGz8mfZ,https://open.spotify.com/artist/5M52tdBnJaKSvOpJGz8mfZ,"['https://i.scdn.co/image/ab6761610000e5eb4870cd833ebe1092601820c3', 'https://i.scdn.co/image/ab676161000051744870cd833ebe1092601820c3', 'https://i.scdn.co/image/ab6761610000f1784870cd833ebe1092601820c3']",[]
Bee Gees,1,8156030,78,"['disco', 'mellow gold', 'soft rock']",1LZEQNv7sE11VDY3SdxQeN,https://open.spotify.com/artist/1LZEQNv7sE11VDY3SdxQeN,"['https://i.scdn.co/image/1d5a05673975ba0c378cd280344e000b0b865620', 'https://i.scdn.co/image/1ea4795e17ffa658d7ad23095d58997a278179a9', 'https://i.scdn.co/image/1f363042bdd59e0f80cb7b9cac1b312f9389b019', 'https://i.scdn.co/image/c707552215757c7f2dc6071e32d487a3c7b28d3f']",['0BJwdfe04Nymtmgf7mBCI7']
José José,0,8151893,79,"['bolero', 'cancion melodica', 'ranchera']",4mN0qcMxWX8oToqfDPM5yV,https://open.spotify.com/artist/4mN0qcMxWX8oToqfDPM5yV,"['https://i.scdn.co/image/ab6761610000e5eb0c387e6ddb399d55a8e51341', 'https://i.scdn.co/image/ab676161000051740c387e6ddb399d55a8e51341', 'https://i.scdn.co/image/ab6761610000f1780c387e6ddb399d55a8e51341']",[]
Chase Atlantic,7,8139998,82,['alternative r&b'],7cYEt1pqMgXJdq00hAwVpT,https://open.spotify.com/artist/7cYEt1pqMgXJdq00hAwVpT,"['https://i.scdn.co/image/ab6761610000e5eb5d10a5bb5f78cd7819cbfad7', 'https://i.scdn.co/image/ab676161000051745d10a5bb5f78cd7819cbfad7', 'https://i.scdn.co/image/ab6761610000f1785d10a5bb5f78cd7819cbfad7']","['5XyjtRlBFKWYQ8lnPCc6xr', '6o3PeJPMNYEQBhvlXHxoy4', '2oKsA6YInx0aU1VJCfHEfR', '2NfeX7L609vZWeOKQ1Hrti', '06zGmDvcfr0pO0n9iPFg2u', '5SdO4LxZ2PmTOhm1zcWpVn', '3422x7t4VLDKVbhZ4xpXZ5']"
Madonna,8,8099434,81,"['dance pop', 'pop']",6tbjWDEIzxoDsBA1FuhfPW,https://open.spotify.com/artist/6tbjWDEIzxoDsBA1FuhfPW,"['https://i.scdn.co/image/ab6761610000e5eb4b36d28b55620959821f4a5b', 'https://i.scdn.co/image/ab676161000051744b36d28b55620959821f4a5b', 'https://i.scdn.co/image/ab6761610000f1784b36d28b55620959821f4a5b']","['3qYLJxal5BCAv48Owdeqpa', '4BHzoa3RAcQBWkAhaj73xc', '6tdWPDRArnVFShpWVYrXxm', '2f6Nyn5fP1bmk6nTmzfKG3', '6Ekx6atvOZdocc7BVeeswG', '05vdyumcOnXms0I8wdRHq9', '29ogMzStDDELtNUGx2X0LF', '1LjkznlrcufEa3jZ2utnKX']"
The Doors,0,8091630,74,"['acid rock', 'album rock', 'classic rock', 'hard rock', 'psychedelic rock', 'rock']",22WZ7M8sxp5THdruNY3gXt,https://open.spotify.com/artist/22WZ7M8sxp5THdruNY3gXt,"['https://i.scdn.co/image/ab6761610000e5eb440959e022afc20e819050bd', 'https://i.scdn.co/image/ab67616100005174440959e022afc20e819050bd', 'https://i.scdn.co/image/ab6761610000f178440959e022afc20e819050bd']",[]
2 Chainz,0,8090424,76,"['atl hip hop', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",17lzZA2AlOHwCwFALHttmp,https://open.spotify.com/artist/17lzZA2AlOHwCwFALHttmp,"['https://i.scdn.co/image/ab6761610000e5ebf556662d187b9191c421be1c', 'https://i.scdn.co/image/ab67616100005174f556662d187b9191c421be1c', 'https://i.scdn.co/image/ab6761610000f178f556662d187b9191c421be1c']",[]
Rels B,0,8069218,84,"['r&b en espanol', 'spanish hip hop', 'trap latino', 'urbano espanol', 'urbano latino']",2IMZYfNi21MGqxopj9fWx8,https://open.spotify.com/artist/2IMZYfNi21MGqxopj9fWx8,"['https://i.scdn.co/image/ab6761610000e5ebd1e399fd6729a5751e1f4331', 'https://i.scdn.co/image/ab67616100005174d1e399fd6729a5751e1f4331', 'https://i.scdn.co/image/ab6761610000f178d1e399fd6729a5751e1f4331']",[]
Gunna,32,8038701,87,"['atl hip hop', 'melodic rap', 'rap', 'trap']",2hlmm7s2ICUX0LVIhVFlZQ,https://open.spotify.com/artist/2hlmm7s2ICUX0LVIhVFlZQ,"['https://i.scdn.co/image/ab6761610000e5ebb978b95b8e03351df8e103af', 'https://i.scdn.co/image/ab67616100005174b978b95b8e03351df8e103af', 'https://i.scdn.co/image/ab6761610000f178b978b95b8e03351df8e103af']","['2o2kQx2KfU29JIJ1GcSiOt', '7ejKhPDBVGzuYGNcbJZHNi', '0bXfNxctshsxFPq2mGeZ5X', '04J0f1OWF8yOYcaw3SPhDj', '7ES4gu1yKiAS3iP8aEdpeu', '2zabMMM8TntfzGj6CXvwvo', '2NtWsIoNQe3sXeGMOW16Gz', '0C4yccV8oPzWeEqiXAORaK', '4Dr2ayu98SaZbE66U0TPNQ', '4ehTqHZ04IZBzQzPG1eFfr', '6hTAtFtefBci49iq6wRzK0', '7hgOvDBh62kXgguB1zMzAN', '1ePnJHJ10RNw8qRSwnD3Yp', '5Q6YlVtMkf511q3ljSsrVF', '0geckPBLIyjKJlRCRK4ISm', '5YhoW69uZ5qLugP13vEFPN', '3OHMVKSJXXAKgk5mCkF08r', '1vN0sIIACCy187ndnb6FvK', '262yGDtPf25JjZcXmqISX2', '6Hjuv1yTC7cZFh4wuAAezN', '2wStcGXsZem0NzAbxMaLZI', '2Tq72btyNf68eRhi7Tiu4u', '3PAIWJ11PvIzX9oUzA0bjo', '5Qcgz1oXbzI23Xma4rAiKQ', '2txDGeu0htUpAfXkSfBKha', '2RbjUl84rSjSodtPjqSBFV', '6M5Vs4i20LkklHiUmrFhv5', '5Pu6QjqdtePOo4BaxwEs8K', '0E62hnqnWziy00t7aknS90', '2PlKyNhdi99nFgIIgDb1lr', '2Vd7YZSEZqLxyNha2P5NCc', '59cdBGwig6iOyHF3yTe43j']"
Lil Durk,8,8012498,81,"['chicago drill', 'chicago rap', 'drill', 'hip hop', 'pop rap', 'rap', 'trap']",3hcs9uc56yIGFCSy9leWe7,https://open.spotify.com/artist/3hcs9uc56yIGFCSy9leWe7,"['https://i.scdn.co/image/ab6761610000e5eb09791422702c3fa9780468d4', 'https://i.scdn.co/image/ab6761610000517409791422702c3fa9780468d4', 'https://i.scdn.co/image/ab6761610000f17809791422702c3fa9780468d4']","['2gympPnjt3LqQcw5UVM4Uf', '1Sul5l4rqECx0R0TkZ8lud', '4G0dwgI8c75wh223tn6btb', '5j3bDjvO7VKrhuCwaHiNvh', '6rjdgJwWzcH5nyXZ7FoPmJ', '0PDoVRRoHSFJ2mFgLyyYM8', '41XdgDMLzT70yV4gNn8t7X', '2iGQscw6pc6Bz9zKPhfe3S']"
Korn,0,8002494,77,"['alternative metal', 'funk metal', 'hard rock', 'nu metal', 'post-grunge', 'rap metal', 'rock']",3RNrq3jvMZxD9ZyoOZbQOD,https://open.spotify.com/artist/3RNrq3jvMZxD9ZyoOZbQOD,"['https://i.scdn.co/image/ab6761610000e5eb29af2ffb6f4ddd6324f878bc', 'https://i.scdn.co/image/ab6761610000517429af2ffb6f4ddd6324f878bc', 'https://i.scdn.co/image/ab6761610000f17829af2ffb6f4ddd6324f878bc']",[]
Prince Royce,0,7966986,77,"['bachata', 'latin hip hop', 'latin pop', 'urbano latino']",3MHaV05u0io8fQbZ2XPtlC,https://open.spotify.com/artist/3MHaV05u0io8fQbZ2XPtlC,"['https://i.scdn.co/image/ab6761610000e5eb63565a99444e6c03695bf8f7', 'https://i.scdn.co/image/ab6761610000517463565a99444e6c03695bf8f7', 'https://i.scdn.co/image/ab6761610000f17863565a99444e6c03695bf8f7']",[]
Meek Mill,1,7958133,74,"['hip hop', 'philly rap', 'pop rap', 'rap', 'southern hip hop', 'trap']",20sxb77xiYeusSH8cVdatc,https://open.spotify.com/artist/20sxb77xiYeusSH8cVdatc,"['https://i.scdn.co/image/ab6761610000e5ebc14756c27212bdea80f6cfac', 'https://i.scdn.co/image/ab67616100005174c14756c27212bdea80f6cfac', 'https://i.scdn.co/image/ab6761610000f178c14756c27212bdea80f6cfac']",['6UiL9fFYjaVxqxNvPfeMZK']
Muse,2,7949569,77,"['alternative rock', 'modern rock', 'permanent wave', 'rock']",12Chz98pHFMPJEknJQMWvI,https://open.spotify.com/artist/12Chz98pHFMPJEknJQMWvI,"['https://i.scdn.co/image/ab6761610000e5eb0accbbe13e1aa147dd27671c', 'https://i.scdn.co/image/ab676161000051740accbbe13e1aa147dd27671c', 'https://i.scdn.co/image/ab6761610000f1780accbbe13e1aa147dd27671c']","['5AtXVDN8Pc9m4JbkA7aUzh', '7cZfQSntaBOpzs7Y2mfMqq']"
Yandel,0,7946706,81,"['latin hip hop', 'reggaeton', 'trap latino', 'urbano latino']",0eHQ9o50hj6ZDNBt6Ys1sD,https://open.spotify.com/artist/0eHQ9o50hj6ZDNBt6Ys1sD,"['https://i.scdn.co/image/ab6761610000e5ebb28ff26a8cba0079ec44e84e', 'https://i.scdn.co/image/ab67616100005174b28ff26a8cba0079ec44e84e', 'https://i.scdn.co/image/ab6761610000f178b28ff26a8cba0079ec44e84e']",[]
TV Girl,12,7942932,83,['pov: indie'],0Y6dVaC9DZtPNH4591M42W,https://open.spotify.com/artist/0Y6dVaC9DZtPNH4591M42W,"['https://i.scdn.co/image/ab67616d0000b27332f5fec7a879ed6ef28f0dfd', 'https://i.scdn.co/image/ab67616d00001e0232f5fec7a879ed6ef28f0dfd', 'https://i.scdn.co/image/ab67616d0000485132f5fec7a879ed6ef28f0dfd']","['4oDmligaU1c1f8A1hQI8jz', '1P890AMjXCoZq3LthKRcOZ', '14XUw23z8iz7Bw2n8XKuRw', '0XFEdQBSskrqQEb5QfDARU', '5m0RolQy4lifOeIDjG8FzZ', '5Qhj6QZQqxIrRTIteTKBKu', '5cLLucXeEA4uWz45jDCASB', '7Bf5eqJaTeiFUW41RsAyxz', '3nDeMOZEaJ5FNVHqtm9PAr', '103sGeyRHKCudVhXy8NgxN', '4q3ydShvHAs9V58TpfelFM', '6HN7jeVbwu7ZEZzDpz9lnV']"
Kali Uchis,6,7896075,85,['colombian pop'],1U1el3k54VvEUzo3ybLPlM,https://open.spotify.com/artist/1U1el3k54VvEUzo3ybLPlM,"['https://i.scdn.co/image/ab6761610000e5eb51dfdac248da65a860963b68', 'https://i.scdn.co/image/ab6761610000517451dfdac248da65a860963b68', 'https://i.scdn.co/image/ab6761610000f17851dfdac248da65a860963b68']","['5I0HuWCOZzvlQax9Xl3N7D', '4icbS7AJIbrYPLxqOt2XLM', '4dtZEm92UckW6baoDXyqCF', '4UWUtJEvcZl8FM7l2PK3VQ', '1RrVmDmDnQxHPXP9oEqdjC', '7uGWO7YyEzSXKCKRDKoz4C']"
Kehlani,0,7890248,77,"['pop', 'r&b', 'rap']",0cGUm45nv7Z6M6qdXYQGTX,https://open.spotify.com/artist/0cGUm45nv7Z6M6qdXYQGTX,"['https://i.scdn.co/image/ab6761610000e5eb7c1477b5efba46636dbe1874', 'https://i.scdn.co/image/ab676161000051747c1477b5efba46636dbe1874', 'https://i.scdn.co/image/ab6761610000f1787c1477b5efba46636dbe1874']",[]
NCT DREAM,0,7888414,75,['k-pop boy group'],1gBUSTR3TyDdTVFIaQnc02,https://open.spotify.com/artist/1gBUSTR3TyDdTVFIaQnc02,"['https://i.scdn.co/image/ab6761610000e5eba34109c12fce3cb615060043', 'https://i.scdn.co/image/ab67616100005174a34109c12fce3cb615060043', 'https://i.scdn.co/image/ab6761610000f178a34109c12fce3cb615060043']",[]
Hozier,8,7879747,87,"['irish singer-songwriter', 'modern rock', 'pop', 'pov: indie']",2FXC3k01G6Gw61bmprjgqS,https://open.spotify.com/artist/2FXC3k01G6Gw61bmprjgqS,"['https://i.scdn.co/image/ab6761610000e5ebad85a585103dfc2f3439119a', 'https://i.scdn.co/image/ab67616100005174ad85a585103dfc2f3439119a', 'https://i.scdn.co/image/ab6761610000f178ad85a585103dfc2f3439119a']","['2vAMY70SI7YN7PYnGDrOqp', '2Q2F30NCq2l8kojpMf9yQ2', '2CAKpFuGvFF8DIwwNMmjat', '1xEsf4obUD08oYEChjvBzE', '6aFVGneznKvytO4w0Mb4Zb', '69339wFnuEWF3HiWnnNuCJ', '18oMxie11BePGKaBzYHpux', '4jz8iMNgofLDctOxiZ7Ohw']"
H.E.R.,0,7858539,76,"['r&b', 'rap']",3Y7RZ31TRPVadSFVy1o8os,https://open.spotify.com/artist/3Y7RZ31TRPVadSFVy1o8os,"['https://i.scdn.co/image/ab6761610000e5eb417db49cde3ed1c5a65e3514', 'https://i.scdn.co/image/ab67616100005174417db49cde3ed1c5a65e3514', 'https://i.scdn.co/image/ab6761610000f178417db49cde3ed1c5a65e3514']",[]
Lil Tecca,3,7852626,84,"['melodic rap', 'pluggnb', 'rap']",4Ga1P7PMIsmqEZqhYZQgDo,https://open.spotify.com/artist/4Ga1P7PMIsmqEZqhYZQgDo,"['https://i.scdn.co/image/ab6761610000e5ebeeba43c460454fcababda14f', 'https://i.scdn.co/image/ab67616100005174eeba43c460454fcababda14f', 'https://i.scdn.co/image/ab6761610000f178eeba43c460454fcababda14f']","['2ihrXpN8nqZvpbo6Gkax7i', '55jpMrFA3TAD2W1NMdMbVc', '5WIA8fzrfQPNEtW84Dcrx3']"
Rod Wave,22,7814263,78,['florida rap'],45TgXXqMDdF8BkjA83OM7z,https://open.spotify.com/artist/45TgXXqMDdF8BkjA83OM7z,"['https://i.scdn.co/image/ab6761610000e5eb8674f92cf33931fa4cd298c2', 'https://i.scdn.co/image/ab676161000051748674f92cf33931fa4cd298c2', 'https://i.scdn.co/image/ab6761610000f1788674f92cf33931fa4cd298c2']","['5y0S0FeJQLzByoOfYYZuKQ', '7qlfU2SrWxwuh1007ey1if', '61wCSpPvsIurzaRCbAWQVe', '2mkrC5Lmewb5kEUGPKUGIH', '2XdZYADTuFCOncMoAlfOnZ', '4AJPczB3OL4pFOhMMEddt8', '5HP594R934C3SqRj217Axe', '67SnOWacawHGpWLLXgTot5', '3AttyBk3w88vttbo0YRCQz', '0wxUes6pWlpZ5iy96OZunB', '6YSeGMBvAbVTc7zPdvlSnU', '2HFTe1SW88X4JRYOdBebIb', '7fSkt89qAUNBjgJEgIMrDm', '2PIdgZBnTKmWdwq2LWHl79', '5J0DKsumZ4IhnChdUpsSNJ', '5Qx3uIkX4i5ykDaebaIdbq', '5uRGAQFdIm6HcDerXfPDic', '0ATbe2uYPIcJJwfpABys0j', '50AiiOMcNm5KqDc7ibclR7', '0Mj64MGOermGuqMg2Gkuas', '4E0N0Mk50dyz7NoP7fTBKc', '2Bnan5sS5SqqrlBZgA0orh']"
Dire Straits,0,7801709,77,"['album rock', 'classic rock', 'mellow gold', 'rock']",0WwSkZ7LtFUFjGjMZBMt6T,https://open.spotify.com/artist/0WwSkZ7LtFUFjGjMZBMt6T,"['https://i.scdn.co/image/ab6761610000e5eb4bdaa8c5e65b64f50549c393', 'https://i.scdn.co/image/ab676161000051744bdaa8c5e65b64f50549c393', 'https://i.scdn.co/image/ab6761610000f1784bdaa8c5e65b64f50549c393']",[]
Alejandro Fernández,0,7752805,77,"['latin arena pop', 'latin pop', 'mariachi', 'mexican pop', 'musica mexicana', 'ranchera']",6sq1yF0OZEWA4xoXVKW1L9,https://open.spotify.com/artist/6sq1yF0OZEWA4xoXVKW1L9,"['https://i.scdn.co/image/ab6761610000e5eb452691cfa37fdd5b3417ed0d', 'https://i.scdn.co/image/ab67616100005174452691cfa37fdd5b3417ed0d', 'https://i.scdn.co/image/ab6761610000f178452691cfa37fdd5b3417ed0d']",[]
$uicideboy$,3,7733325,87,"['cloud rap', 'dark trap', 'new orleans rap', 'underground hip hop']",1VPmR4DJC1PlOtd0IADAO0,https://open.spotify.com/artist/1VPmR4DJC1PlOtd0IADAO0,"['https://i.scdn.co/image/ab6761610000e5ebb0019debdbe359a73295887f', 'https://i.scdn.co/image/ab67616100005174b0019debdbe359a73295887f', 'https://i.scdn.co/image/ab6761610000f178b0019debdbe359a73295887f']","['4KryTT1NBt7X6qb6FRvwsr', '3idNpMPdrayzO7KbuADdbC', '7Ia97DCMb9xl50jF9yan4X']"
Sheila On 7,0,7713572,72,"['indonesian alternative rock', 'indonesian pop']",6q87vizIEdEN4NvlR6mjfT,https://open.spotify.com/artist/6q87vizIEdEN4NvlR6mjfT,"['https://i.scdn.co/image/ab67616d0000b27354270208627aa8061a8abe21', 'https://i.scdn.co/image/ab67616d00001e0254270208627aa8061a8abe21', 'https://i.scdn.co/image/ab67616d0000485154270208627aa8061a8abe21']",[]
LUDMILLA,0,7685860,78,"['funk carioca', 'funk pop', 'funk rj', 'pagode baiano', 'pop nacional']",3CDoRporvSjdzTrm99a3gi,https://open.spotify.com/artist/3CDoRporvSjdzTrm99a3gi,"['https://i.scdn.co/image/ab6761610000e5ebc171639017f673a5ecfb92f3', 'https://i.scdn.co/image/ab67616100005174c171639017f673a5ecfb92f3', 'https://i.scdn.co/image/ab6761610000f178c171639017f673a5ecfb92f3']",[]
Jonas Brothers,0,7658631,75,"['boy band', 'pop']",7gOdHgIoIKoe4i9Tta6qdD,https://open.spotify.com/artist/7gOdHgIoIKoe4i9Tta6qdD,"['https://i.scdn.co/image/ab6761610000e5ebab4364d80728df548a4f7d77', 'https://i.scdn.co/image/ab67616100005174ab4364d80728df548a4f7d77', 'https://i.scdn.co/image/ab6761610000f178ab4364d80728df548a4f7d77']",[]
ITZY,0,7651831,70,"['k-pop', 'k-pop girl group']",2KC9Qb60EaY0kW4eH68vr3,https://open.spotify.com/artist/2KC9Qb60EaY0kW4eH68vr3,"['https://i.scdn.co/image/ab6761610000e5ebb0e2700dbc17b43328038f7a', 'https://i.scdn.co/image/ab67616100005174b0e2700dbc17b43328038f7a', 'https://i.scdn.co/image/ab6761610000f178b0e2700dbc17b43328038f7a']",[]
Lil Pump,0,7642984,65,"['emo rap', 'miami hip hop', 'pop rap', 'rap', 'trap']",3wyVrVrFCkukjdVIdirGVY,https://open.spotify.com/artist/3wyVrVrFCkukjdVIdirGVY,"['https://i.scdn.co/image/ab6761610000e5eb6bc83a52ca96ea7e6ac30c7f', 'https://i.scdn.co/image/ab676161000051746bc83a52ca96ea7e6ac30c7f', 'https://i.scdn.co/image/ab6761610000f1786bc83a52ca96ea7e6ac30c7f']",[]
Skrillex,1,7627549,77,"['brostep', 'complextro', 'edm', 'electro', 'pop dance']",5he5w2lnU9x7JFhnwcekXX,https://open.spotify.com/artist/5he5w2lnU9x7JFhnwcekXX,"['https://i.scdn.co/image/ab6761610000e5eb61f92702ca14484aa263a931', 'https://i.scdn.co/image/ab6761610000517461f92702ca14484aa263a931', 'https://i.scdn.co/image/ab6761610000f17861f92702ca14484aa263a931']",['2xuTM0aKwOB6tiy2lRXn7C']
Ricky Martin,0,7614139,73,"['latin pop', 'mexican pop', 'puerto rican pop']",7slfeZO9LsJbWgpkIoXBUJ,https://open.spotify.com/artist/7slfeZO9LsJbWgpkIoXBUJ,"['https://i.scdn.co/image/ab6761610000e5eb1c0f358293ec7b223fd91fca', 'https://i.scdn.co/image/ab676161000051741c0f358293ec7b223fd91fca', 'https://i.scdn.co/image/ab6761610000f1781c0f358293ec7b223fd91fca']",[]
Alejandro Sanz,0,7603146,75,"['cantautor', 'latin arena pop', 'latin pop', 'mexican pop']",5sUrlPAHlS9NEirDB8SEbF,https://open.spotify.com/artist/5sUrlPAHlS9NEirDB8SEbF,"['https://i.scdn.co/image/ab6761610000e5eb84505d89ff27a88fca05f56d', 'https://i.scdn.co/image/ab6761610000517484505d89ff27a88fca05f56d', 'https://i.scdn.co/image/ab6761610000f17884505d89ff27a88fca05f56d']",[]
Greeicy,0,7592350,69,"['colombian pop', 'latin pop', 'r&b en espanol', 'reggaeton', 'reggaeton colombiano', 'urbano latino']",5dbaLmK5SHLLg8Z4CcTJpX,https://open.spotify.com/artist/5dbaLmK5SHLLg8Z4CcTJpX,"['https://i.scdn.co/image/ab6761610000e5eb306dac0aece5356469fff52b', 'https://i.scdn.co/image/ab67616100005174306dac0aece5356469fff52b', 'https://i.scdn.co/image/ab6761610000f178306dac0aece5356469fff52b']",[]
Trueno,0,7592128,81,"['argentine hip hop', 'bases de freestyle', 'trap argentino', 'trap latino', 'urbano latino']",2x7PC78TmgqpEIjaGAZ0Oz,https://open.spotify.com/artist/2x7PC78TmgqpEIjaGAZ0Oz,"['https://i.scdn.co/image/ab6761610000e5ebc6f1d44557a4c7fe7518f29a', 'https://i.scdn.co/image/ab67616100005174c6f1d44557a4c7fe7518f29a', 'https://i.scdn.co/image/ab6761610000f178c6f1d44557a4c7fe7518f29a']",[]
Racionais MC's,0,7587136,71,"['boom bap brasileiro', 'brazilian hip hop']",29CQLw9uLWsl8Qkz9holfr,https://open.spotify.com/artist/29CQLw9uLWsl8Qkz9holfr,"['https://i.scdn.co/image/ab6761610000e5eb43a0d1ae0af71095fcb26726', 'https://i.scdn.co/image/ab6761610000517443a0d1ae0af71095fcb26726', 'https://i.scdn.co/image/ab6761610000f17843a0d1ae0af71095fcb26726']",[]
Quavo,0,7575303,80,"['atl hip hop', 'melodic rap', 'rap', 'trap']",0VRj0yCOv2FXJNP47XQnx5,https://open.spotify.com/artist/0VRj0yCOv2FXJNP47XQnx5,"['https://i.scdn.co/image/ab6761610000e5ebd52229f479361a2375f6021c', 'https://i.scdn.co/image/ab67616100005174d52229f479361a2375f6021c', 'https://i.scdn.co/image/ab6761610000f178d52229f479361a2375f6021c']",[]
Dewa 19,0,7530989,73,"['classic indonesian rock', 'indonesian rock']",48bKH1ugFBhERC1rdojP9d,https://open.spotify.com/artist/48bKH1ugFBhERC1rdojP9d,"['https://i.scdn.co/image/ab6761610000e5eb96bfa9ff288138f3432e0fa4', 'https://i.scdn.co/image/ab6761610000517496bfa9ff288138f3432e0fa4', 'https://i.scdn.co/image/ab6761610000f17896bfa9ff288138f3432e0fa4']",[]
Nicki Nicole,0,7510500,80,"['argentine hip hop', 'r&b argentino', 'trap argentino', 'trap latino', 'urbano latino']",2UZIAOlrnyZmyzt1nuXr9y,https://open.spotify.com/artist/2UZIAOlrnyZmyzt1nuXr9y,"['https://i.scdn.co/image/ab6761610000e5eb4293b81686e67e3041aec80c', 'https://i.scdn.co/image/ab676161000051744293b81686e67e3041aec80c', 'https://i.scdn.co/image/ab6761610000f1784293b81686e67e3041aec80c']",[]
girl in red,0,7498586,76,"['bedroom pop', 'indie pop', 'norwegian indie', 'pov: indie']",3uwAm6vQy7kWPS2bciKWx9,https://open.spotify.com/artist/3uwAm6vQy7kWPS2bciKWx9,"['https://i.scdn.co/image/ab6761610000e5ebb3ed437da60866ed52c5238b', 'https://i.scdn.co/image/ab67616100005174b3ed437da60866ed52c5238b', 'https://i.scdn.co/image/ab6761610000f178b3ed437da60866ed52c5238b']",[]
Tiësto,0,7494969,85,"['big room', 'brostep', 'dutch edm', 'edm', 'house', 'pop dance', 'progressive electro house', 'slap house', 'trance']",2o5jDhtHVPhrJdv3cEQ99Z,https://open.spotify.com/artist/2o5jDhtHVPhrJdv3cEQ99Z,"['https://i.scdn.co/image/ab6761610000e5ebe84e08fb1dfa2bf9b5a61563', 'https://i.scdn.co/image/ab67616100005174e84e08fb1dfa2bf9b5a61563', 'https://i.scdn.co/image/ab6761610000f178e84e08fb1dfa2bf9b5a61563']",[]
